16:59:25 (00:00:10) (chat)  svh_kalmar: BSUFlick
00:22:54 (07:23:38) (chat)  hifromkyiv: @BlackUFA сначала ты работаешь ни имидж - потом он на тебя. Поэтому AweSome
00:23:00 (07:23:45) (chat)  ACATOP: ты уже на нём
00:23:06 (07:23:51) (chat)  Demonic_smile: monkaHmmW какая обширная игра
00:23:07 (07:23:51) (chat)  Blackyho: @BlackUFA Извините за опоздание, можно войти?
00:23:08 (07:23:52) (chat)  Arhiteck: S - Sexy Special Service pikachuS
00:23:09 (07:23:53) (chat)  annshepard8: получи ТУТ заказ
00:23:11 (07:23:56) (chat)  ZeeWanderer_: @BlackUFA ты сейчас в Распределителе к Югу от Озёрного
00:23:12 (07:23:57) (chat)  loveQurzl: ЧАТ. До конца игры далеко? Я просто в этом же месте нахожусь:D
00:23:12 (07:23:57) (chat)  n0d32: @BlackUFA ты на нем
00:23:14 (07:23:58) (chat)  killerlot: @BlackUFA Кстати по части слова ASS. Это ведь не только жёпа с английского, но еще и осел. А осел всегда использовался для доставки грузов. Так что в этой игре все норм. Kappa
00:23:15 (07:23:59) (chat)  pcentaurus: Ты уже на месте
00:23:16 (07:24:00) (chat)  mark_zeus: Ты уже тут
00:23:16 (07:24:00) (chat)  ACATOP: да
00:23:16 (07:24:00) (chat)  FiRed0: ты уже на месте
00:23:17 (07:24:02) (chat)  maza932: это здесь ты тупишь
00:23:27 (07:24:11) (chat)  Krabelli: Может быть S for suck, как знать)
00:23:28 (07:24:12) (chat)  grafRos: @KarishaArchitect Джеки слишком крут, чтобы упоминать его имя в суе, а уж про девушек и вовсе никаких слов не хватит. Может поэтому Аптип про KappaPride и стал говорить как речь о <3 зайдет? Про Дошу-то в чатике 2 словами не написать. а напишет - без ужина останется SMOrc
00:23:29 (07:24:13) (chat)  maksolig: в игре на пямую сказано ,что взрыв происходит при контакте твари и человека а при обычной смерти через 40 ч происходит рождение твари
00:23:30 (07:24:14) (chat)  LinkFrostOne: @BlackUFA Сначала ты работаешь на Артура, а потом ты работаешь на Артура =.=
00:23:30 (07:24:15) (chat)  ZeeWanderer_: начала бери срочный
00:23:30 (07:24:15) (chat)  SMArt69TW: S - это aweSome там же даже написано
00:23:32 (07:24:16) (chat)  I3uga: Хидео гений
00:23:32 (07:24:17) (chat)  Skywraths: Спорим что рефн
00:23:40 (07:24:24) (chat)  OwLneverSIeep: а вы точно режиссер? BSUHee
00:23:42 (07:24:27) (chat)  imnorix: чат говорит ты на месте
00:23:45 (07:24:29) (chat)  AonoTsukune: Ппц если "твои тропы" станут дорогами, филиал омска там построишь)
00:23:45 (07:24:29) (chat)  meppopucm: В игре мулы а не ослы
00:23:46 (07:24:30) (chat)  mastdai: сначала сбрось мусор
00:23:51 (07:24:35) (chat)  KeylorReyzer: Надеюсь что равнина...
00:23:52 (07:24:37) (chat)  potatoyear: Отдохнул бы хоть ResidentSleeper
00:23:55 (07:24:39) (chat)  Alexandr_Black19: похнали
00:23:55 (07:24:39) (chat)  Demonic_smile: Вангую проблемы на пути monkaHmmW
00:23:58 (07:24:43) (chat)  Teschsa: Они на время
00:24:00 (07:24:44) (chat)  TomatoAlicorn: @BlackUFA На время
00:24:02 (07:24:46) (chat)  Albatros128: Сэм усталь
00:24:03 (07:24:47) (chat)  HeRzElIeD555: Каменная равнина
00:24:05 (07:24:50) (chat)  salavat102rus: заказ на время
00:24:08 (07:24:52) (chat)  black228bany: 45 минут время
00:24:11 (07:24:55) (chat)  AnnShanon: Спасибо за стрим! Хорошей игры! ) SeemsGood
00:24:11 (07:24:56) (chat)  xXkruleSs: Отдохнуть то надо было
00:24:11 (07:24:56) (chat)  NikssL: !time
00:24:12 (07:24:56) (chat)  Nightbot: Передаем в СВЧ-диапазоне уже 7 hours 25 minutes 6 seconds
00:24:15 (07:24:59) (chat)  AlmightyPuding: @BlackUFA Сначала сбрось все поспи и покакай SMOrc
00:24:17 (07:25:01) (chat)  grafRos: @Lorgar_Aurelian у ГГ он как раз и есть - смотри порцию из 1 части стрима внимательнее.
00:24:21 (07:25:05) (chat)  Roorm: @skywraths нуу хз , тут Эдгар Райт а Рёфн по сюжету мб кто нибудь другой
00:24:21 (07:25:06) (chat)  KarishaArchitect: @grafros, artgam2Iq20 но упомянуть то их можно было
00:24:26 (07:25:11) (chat)  prt1zn: @SMArt69TW нет, это та же классификация что и в машинах используется S класс - наивысший, а далее идёт уже А,B,C,D
00:24:30 (07:25:14) (chat)  OwLneverSIeep: что-то обязано пойти не так pepeLaugh
00:24:34 (07:25:18) (chat)  LinkFrostOne: @BlackUFA Кто скажет почему стримлер такой сексуальный сегодня? Kappa
00:24:38 (07:25:22) (chat)  damncoolpanda: побочку с доставкой пиццы делал? CoolStoryBob
00:24:47 (07:25:31) (chat)  JoseMarti1853: 2 трицицикла > 1 трицикл
00:24:47 (07:25:31) (chat)  sheotrics: @BlackUFA тот же Ловгеимс руинил несчадно
00:24:50 (07:25:34) (chat)  HarryAR: ass
00:24:55 (07:25:39) (chat)  EUGEEZE: Задонатил Коджумбе, чо сказать
00:24:59 (07:25:44) (chat)  Alexandr_Black19: а ребенок как ?
00:25:00 (07:25:44) (chat)  markus_ki: КСТ. Ну хоть тележка о камни, не стопорится))
00:25:06 (07:25:50) (chat)  AlmightyPuding: @BlackUFA Да он по сюжету всегда S LUL
00:25:09 (07:25:53) (chat)  Nightbot: Хочешь стать частью самого дружелюбного Discord-сообщества на твиче? (6000+ сексуальных людей!) Вступай в наш клуб: https://discordapp.com/invite/bsndw
00:25:11 (07:25:56) (chat)  raspada: !time
00:25:12 (07:25:56) (chat)  Nightbot: Передаем в СВЧ-диапазоне уже 7 hours 26 minutes 6 seconds
00:25:12 (07:25:56) (chat)  TheDrHax: LUL
00:25:13 (07:25:57) (chat)  I3uga: Может S тут самый низкий рейтинг? Kappa
00:25:15 (07:25:59) (chat)  Daredo_: времяяя
00:25:15 (07:26:00) (chat)  Demonic_smile: Peka1
00:25:16 (07:26:00) (chat)  OwLneverSIeep: LUL
00:25:16 (07:26:01) (chat)  BuBulet: KEKW
00:25:17 (07:26:01) (chat)  dearlorens: LUL LUL LUL LUL LUL LUL LUL
00:25:18 (07:26:02) (chat)  Roorm: LUL LUL LUL
00:25:19 (07:26:03) (chat)  Lorgar_Aurelian: @grafRos так съели в начале не ГГ, а Игоря
00:25:19 (07:26:04) (chat)  M1key1: время пошло)
00:25:20 (07:26:04) (chat)  GraciSL: bufaEgo bufaEgo bufaEgo bufaEgo bufaLaugh bufaLaugh bufaLaugh bufaLaugh
00:25:21 (07:26:05) (chat)  YuraDaim: KEKWLUL
00:25:22 (07:26:06) (chat)  Larrystylinsonaf: OpieOP OpieOP OpieOP
00:25:22 (07:26:07) (chat)  yarnys: Время monkaStare
00:25:23 (07:26:07) (chat)  raspada: !uptime
00:25:23 (07:26:07) (chat)  Daredo_: времяяяяя
00:25:23 (07:26:07) (chat)  StreamElements: @raspada, blackufa has been streaming for 7 hours 26 mins
00:25:24 (07:26:08) (chat)  damncoolpanda: Ви Ловович Геймз
00:25:24 (07:26:08) (chat)  Ellirain: pepeLaugh
00:25:25 (07:26:09) (chat)  prt1zn: А вот Аптип Власк не руинит Kappa
00:25:26 (07:26:10) (chat)  eshka777: аремя уже идет алло
00:25:27 (07:26:11) (chat)  grafRos: @KarishaArchitect низя, а то потом придётся ещё упоминать Эвана и тёмную богиню Тосю, а это вообще ЧРЕВАТО. NotLikeThis
00:25:27 (07:26:12) (chat)  Ralf1897: Мужык ты хоть отдыхаешь?
00:25:28 (07:26:12) (chat)  Admiral_Zerotsu: Раааазумеется.) Кроме тех случаев, когда не-S.))
00:25:28 (07:26:12) (chat)  ZeeWanderer_: прийдется сгрузить тележку
00:25:28 (07:26:13) (chat)  huiberg: V
00:25:29 (07:26:14) (chat)  Vector_GS: Это как Линда ловлейс, только Ви Ловгейм!)))
00:25:31 (07:26:15) (chat)  haaani: время идет
00:25:32 (07:26:16) (chat)  loveQurzl: Ребят, до конца игры далеко?
00:25:32 (07:26:17) (chat)  ArthurDistone: Вилат
00:25:33 (07:26:17) (chat)  N_Falcon: о так он француз
00:25:33 (07:26:18) (chat)  hifromkyiv: oui
00:25:34 (07:26:18) (chat)  TheDrHax: Ви Лов Геймсович
00:25:35 (07:26:19) (chat)  GraciSL: KEKWLUL
00:25:35 (07:26:19) (chat)  irikost: <3 <3 <3 <3
00:25:35 (07:26:20) (chat)  sheotrics: LUL
00:25:36 (07:26:20) (chat)  meppopucm: Какроче доставка добровольно-принудительная сюжета не ждать
00:25:36 (07:26:20) (chat)  lipuchkar: НУ такое себе, Аптип круче в разы)))
00:25:36 (07:26:21) (chat)  Demonic_smile: KEKWLUL кек.. ты сам глянь
00:25:37 (07:26:21) (chat)  I3uga: bufaCoolStory
00:25:37 (07:26:21) (chat)  1annexa1: wlgThumb wlgThumb
00:25:37 (07:26:22) (chat)  desssee: LUL LUL LUL LUL LUL
00:25:40 (07:26:24) (chat)  odinokayaseledka: вилогвинов
00:25:41 (07:26:25) (chat)  blackjack9711: @BlackUFA Артур, мб сходишь покушаешь? Голодать не вариант
00:25:41 (07:26:25) (chat)  mamaybarmaley5bclass: Но наш все равно лучше
00:25:41 (07:26:26) (chat)  Daredo_: время ?!!!! @BlackUFA
00:25:42 (07:26:26) (chat)  dearlorens: @BlackUFA Плинов, я слышала, тоже руинил
00:25:43 (07:26:27) (chat)  Stake00xz: Геймз это отчество
00:25:43 (07:26:27) (chat)  demonu4cv: а еще он красивее тебя KappaPride
00:25:45 (07:26:29) (chat)  desperados7: Ви значит вендетта ловгеймс
00:25:45 (07:26:29) (chat)  mystiq_mirror: LUL
00:25:47 (07:26:32) (chat)  ciliamfate: LUL LUL LUL
00:25:47 (07:26:32) (chat)  kashim777: @BlackUFA поторписька груз на время
00:25:48 (07:26:32) (chat)  runx: wlgOralb
00:25:48 (07:26:32) (chat)  haaani: вреееемя, аптип
00:25:49 (07:26:33) (chat)  Demonic_smile: Peka1
00:25:49 (07:26:33) (chat)  KOTxBop4yH: больше всего руинит стример Артур Власк
00:25:49 (07:26:34) (chat)  maza932: зачем
00:25:51 (07:26:35) (chat)  meow_cha: Хороший но иногда странный)
00:25:51 (07:26:35) (chat)  damncoolpanda: @loveQurzl ну это 3я глава из 14
00:26:01 (07:26:45) (chat)  SMArt69TW: @prt1zn присмотритесь, уважаемый в момент награды - на значке с буквой S именно что буквы aweSome
00:26:02 (07:26:46) (chat)  A1EGOR: wlgPeka
00:26:03 (07:26:47) (chat)  KarishaArchitect: @grafros, monkaHmmW ты просто не умеешь жить с последствиями
00:26:03 (07:26:48) (chat)  YTKO3ABP: Почему струмер похож на Коагмира из Гриффинов? А? @BlackUFA EleGiggle EleGiggle EleGiggle EleGiggle EleGiggle
00:26:04 (07:26:49) (chat)  Roorm: LUL всё Артур поплыл
00:26:06 (07:26:50) (chat)  roumonk: @BlackUFA еш, неподумой
00:26:07 (07:26:51) (chat)  OwLneverSIeep: pepeLaugh
00:26:07 (07:26:51) (chat)  reelgoto: геймзович было бы
00:26:08 (07:26:52) (chat)  Daredo_: OMEGALUL
00:26:12 (07:26:56) (chat)  meow_cha: Бежим!
00:26:12 (07:26:56) (chat)  Nightbot: Передаем в СВЧ-диапазоне уже 7 hours 27 minutes 7 seconds
00:26:12 (07:26:56) (chat)  Albatros128: Peka1
00:26:12 (07:26:57) (chat)  Demonic_smile: monkaHmmW Оно на время
00:26:13 (07:26:57) (chat)  Theotashi: Стримлер то хороший, но не лучше Аптипа BSUFlick
00:26:15 (07:26:59) (chat)  AlmightyPuding: Имя Геймз фамилия Вилов LUL
00:26:16 (07:27:00) (chat)  GraciSL: dinablinLyba dinablinLyba dinablinLyba dinablinLyba dinablinLyba dinablinCoolStory dinablinCoolStory dinablinCoolStory dinablinCoolStory dinablinCoolStory dinablinCoolStory
00:26:16 (07:27:01) (chat)  Noisy_RU: @BlackUFA, Кто бы подумал что игра про курьера так затянет))))
00:26:21 (07:27:06) (chat)  NaturalBlux: Оно на время!
00:26:22 (07:27:07) (chat)  Raurwol: Чат, как продвижение по сюжету? 4Head
00:26:25 (07:27:09) (chat)  shnv1978: в переработку можно из тележки же. зачем на спину
00:26:30 (07:27:14) (chat)  loveQurzl: @damncoolpanda Понял, спасибо. Получается еще невероятно долго, или там маленькие главы дальше?
