03:25:12 (00:00:00) (comm)  prizm199: ьр
04:52:37 (05:55:59) (chat)  crafelka: Продам Kapp если найду
04:52:39 (05:56:01) (chat)  princessintears: @goldy__, wlgHype wlgLuv
04:52:41 (05:56:03) (chat)  PoTenn1MeowMeow: alexiaBan
04:52:55 (05:56:17) (chat)  Arza_: У меня только пиратка была
04:52:55 (05:56:17) (chat)  Brandsboid: а я непомню свою первую wlgCry LUL
04:52:56 (05:56:18) (chat)  Goldy__: @princessintears wlgLuv wlgLuv bongoTap
04:53:08 (05:56:30) (chat)  ErronSivors: @Goldy__ опа кто это тут у нас?
04:53:09 (05:56:31) (chat)  AlexanderRoman: 2 ночи, черт
04:53:15 (05:56:37) (chat)  santimentorr: wlgOralb wlgOralb wlgOralb
04:53:17 (05:56:39) (chat)  ErronSivors: @medieval1495 billyReady
04:53:23 (05:56:45) (chat)  crafelka: Розовые ники самые крутые в чате EZ стиляги
04:53:23 (05:56:45) (chat)  proxik_msk: tvjuicePOSOS
04:53:26 (05:56:48) (chat)  medieval1495: @erronsivors Билл реди
04:53:29 (05:56:51) (chat)  Goldy__: @ErronSivors wlgOralb bongoTap
04:53:34 (05:56:56) (chat)  Kalitvenic: так в ней сюжет есть?!?
04:53:34 (05:56:57) (chat)  psycho_programmer: Cheer100
04:53:35 (05:56:57) (chat)  wlgboy: @psycho_programmer спасибо за поддержку на 100 BITS. Вам было выдано соответствующее кол-во крышечек.
04:53:37 (05:56:59) (chat)  ErronSivors: !caps
04:53:37 (05:56:59) (chat)  wlgboy: @ErronSivors вы не можете это сделать, пока находитесь в пустоши.
04:53:41 (05:57:03) (chat)  SwampDoctor113: wlgCorn
04:53:42 (05:57:04) (chat)  d_ZDW: +
04:53:42 (05:57:04) (chat)  MyZem: Что этот америкашка говорит
04:53:49 (05:57:11) (chat)  barfly89: @Kalitvenic она сюжетная лол
04:53:57 (05:57:19) (chat)  Respya: puzzle solving, я даже забыл об этом
04:53:59 (05:57:21) (chat)  Imbace: Rune, обалдеть, я вот помню в неё в компьютерном клубе играл, а и ещё в Will Rock вот :)
04:54:01 (05:57:23) (chat)  medieval1495: @erronsivors прртити я на работе сегодня, так шо не всегда тготов
04:54:03 (05:57:26) (chat)  santimentorr: !wasteland
04:54:04 (05:57:26) (chat)  wlgboy: @santimentorr вы уже находитесь в пустоши. Времени до возвращения: 2 минуты.
04:54:04 (05:57:26) (chat)  wlgboy: ВНИМАНИЕ! До конца сентября скидка 50% на подписку и переподписку! Порадуй стримера и себя! Kappa //
04:54:14 (05:57:36) (chat)  AlexanderRoman: еще была одна игра Enclave или как то так
04:54:19 (05:57:42) (chat)  princessintears: @psycho_programmer, im still wonder if u understand russian wlgDen
04:54:19 (05:57:42) (chat)  agnitumus: !wasteland
04:54:20 (05:57:42) (chat)  wlgboy: @agnitumus вы ушли в пустошь, оставив залог в 15 крышечек. Возвращение через 40 минут.
04:54:20 (05:57:42) (chat)  KLERIC_: @WELOVEGAMES Денис она выходить 12 ноября этого года , так что ничего не измениться LUL
04:54:23 (05:57:45) (chat)  crafelka: @psycho_programmer Dolan
04:54:26 (05:57:48) (chat)  agnitumus: !passport
04:54:26 (05:57:48) (chat)  wlgboy: @agnitumus вы не можете это сделать, пока находитесь в пустоши.
04:54:30 (05:57:52) (chat)  chantereq: но у них не получилось
04:54:35 (05:57:57) (chat)  TomOrrow7: @WELOVEGAMES чуть глаза не сломал этот трейлер
04:54:37 (05:58:00) (chat)  Ve1amont: трейлер? Я думал это гифка на 3 сек
04:54:38 (05:58:00) (chat)  ErronSivors: @medieval1495 всё норм) тогда продуктивной работы тебе)
04:54:38 (05:58:01) (chat)  superporkyman: фо хонор и то лучше выглядит
04:54:44 (05:58:06) (chat)  wlgboy: хочешь узнать, когда будет следующий стрим? Подпишись на уведомления посредством личных сообщений ВКонтакте. Это удобно! https://vk.cc/9rSVZA
04:54:47 (05:58:10) (chat)  Drchromium: !passport
04:54:47 (05:58:10) (chat)  LexaSP: !passport
04:54:48 (05:58:10) (chat)  wlgboy: @Drchromium вы успешно прошли проверку на гражданство Убежища. Вам выдано 1500 крышечек и 2 слота в инвентаре.
04:54:48 (05:58:10) (chat)  wlgboy: @LexaSP вы успешно прошли проверку на гражданство Убежища. Вам выдано 18000 крышечек и 13 слотов в инвентаре.
04:54:49 (05:58:12) (chat)  palladium_tv: ая в от тоже сижу работаю, кухню моделирую :)
04:54:54 (05:58:17) (chat)  Alco_Gam1ng: Какая преальфа,если опен бета
04:54:57 (05:58:20) (chat)  Gold9999999: monkaSS
04:54:59 (05:58:21) (chat)  LexaSP: !followage
04:54:59 (05:58:21) (chat)  medieval1495: @erronsivors спасибо, до завтра
04:55:00 (05:58:23) (chat)  Nightbot: LexaSP has been following WELOVEGAMES for 1 year, 4 months, 1 week, 2 days, 1 hour, 53 minutes, 16 seconds
04:55:02 (05:58:24) (chat)  SwampDoctor113: О, фаренгейт
04:55:03 (05:58:26) (chat)  KLERIC_: @WELOVEGAMES У эпиков написано 12 ноября и стоит сие "чудо" 650р
04:55:12 (05:58:34) (chat)  wlgboy: @santimentorr вы вернулись из пустоши - залог возвращен. Вы смогли найти мешочек с 15 крышечками. Теперь на вашем балансе 1277 крышечек.
04:55:14 (05:58:37) (chat)  ErronSivors: @medieval1495 будь готов.. завтра
04:55:15 (05:58:38) (chat)  proxik_msk: dtfF
04:55:17 (05:58:39) (chat)  d_ZDW: 3
04:55:20 (05:58:42) (chat)  wlgboy: @ErronSivors вы вернулись из пустоши - залог возвращен. Вы обнаружили редкий сундучок с 55 крышечками. Теперь на вашем балансе 368 крышечек.
04:55:23 (05:58:45) (chat)  SupremeLolka: ГАН прошли... DONE Kappa
04:55:23 (05:58:45) (chat)  Virgozavr: Категория: System Shock
04:55:25 (05:58:47) (chat)  ErronSivors: @Goldy__ bongoTap
04:55:26 (05:58:49) (chat)  AlexanderRoman: пре пре пре альфа
04:55:27 (05:58:49) (chat)  Drchromium: !wasteland
04:55:27 (05:58:50) (chat)  wlgboy: @Drchromium вы ушли в пустошь, оставив залог в 15 крышечек. Возвращение через 45 минут.
04:55:32 (05:58:54) (chat)  Arza_: уууу я помню это название
04:55:32 (05:58:55) (chat)  ErronSivors: Опа баблишко
04:55:34 (05:58:56) (chat)  chantereq: LUL
04:55:39 (05:59:02) (chat)  Zakiderex: POGGERS
04:55:44 (05:59:06) (chat)  Virgozavr: тапком
04:55:45 (05:59:07) (chat)  crafelka: EZ Я
04:55:46 (05:59:08) (chat)  KIounAda: уволен
04:55:48 (05:59:11) (chat)  IEnd1ess: эт я
04:55:49 (05:59:12) (chat)  AlexanderRoman: анмод
04:55:52 (05:59:14) (chat)  AnDreNaLIm: выпороть)
04:56:04 (05:59:26) (chat)  Gotylol: да да я
04:56:06 (05:59:28) (chat)  psycho_programmer: @princessintears da ja ochenj horosho ponimaju usjo :D prosto ne iz ja ne iz rosiji i u menja netu etih bukv...
04:56:06 (05:59:28) (chat)  Gold9999999: alexiaBan
04:56:08 (05:59:31) (chat)  crafelka: gachiPRIDE
04:56:10 (05:59:32) (chat)  Arza_: -модератор
04:56:11 (05:59:33) (chat)  santimentorr: !wasteland
04:56:11 (05:59:33) (chat)  wlgboy: @santimentorr вы ушли в пустошь, оставив залог в 15 крышечек. Возвращение через 43 минуты.
04:56:12 (05:59:35) (chat)  Mr_Gelo: Уволеееен Kappa
04:56:18 (05:59:40) (chat)  proxik_msk: tvjuicePOSOS
04:56:19 (05:59:42) (chat)  aDgusT: опять бай на просмотры
04:56:19 (05:59:42) (chat)  SwampDoctor113: LUL
04:56:20 (05:59:43) (chat)  LazzyFox: @ErronSivors billyReady
04:56:21 (05:59:44) (chat)  AlexanderRoman: есть категория Games&Demos @WELOVEGAMES
04:56:24 (05:59:46) (chat)  aDgusT: нет шока
04:56:27 (05:59:49) (chat)  d_ZDW: в стим Albion Online по мотивам этой игры?
04:56:28 (05:59:51) (chat)  Mrs_Christ: CoolStoryBob
04:56:28 (05:59:51) (chat)  koteg: чистые убытки за ошибку модератора $500 Kappa
04:56:31 (05:59:54) (chat)  chantereq: так Nox когда ? будет игра или после сибири 3 ждать ? PixelBob @WELOVEGAMES
04:56:35 (05:59:57) (chat)  TomOrrow7: @WELOVEGAMES заставка круче чем в большинстве нынешних игр Pog
04:56:38 (06:00:00) (chat)  crafelka: HandsUp Модератор, пройдите в комнату номер 69 HandsUp
04:56:46 (06:00:09) (chat)  Virgozavr: пчеловек хД
04:56:47 (06:00:10) (chat)  Goldy__: звездочка monkaHmm
04:56:48 (06:00:10) (chat)  Dannnnco: Этьо голубь?
04:56:49 (06:00:11) (chat)  Sh1ki: Это Ярик под спидами
04:56:51 (06:00:13) (chat)  viy1006: Gxtkjdtr
04:56:52 (06:00:15) (chat)  crafelka: monkaEyes
04:56:53 (06:00:16) (chat)  AnDreNaLIm: это челловек мёд)
04:56:54 (06:00:17) (chat)  meadman212: Это пчеловод
04:56:54 (06:00:17) (chat)  palladium_tv: это человек пиксель
04:56:55 (06:00:17) (chat)  d_ZDW: недавно бесплатная стала кста
04:56:57 (06:00:19) (chat)  ErronSivors: @LazzyFox billyReady
04:56:57 (06:00:19) (chat)  princessintears: @psycho_programmer, ohh well im glad then wlgPled
04:56:57 (06:00:19) (chat)  Gold9999999: Kermitpls
04:56:57 (06:00:20) (chat)  babuly0017: Это пчеловек
04:56:58 (06:00:20) (chat)  Alister_Green: Пчеловек
04:57:01 (06:00:23) (chat)  AlexanderRoman: Муравек Человей
04:57:04 (06:00:26) (chat)  wlgboy: ВНИМАНИЕ! До конца сентября скидка 50% на подписку и переподписку! Порадуй стримера и себя! Kappa //
04:57:06 (06:00:28) (chat)  randy__marsh: это супермен
04:57:08 (06:00:30) (chat)  santimentorr: пчеловод
04:57:10 (06:00:33) (chat)  wlgboy: @gatarelub вы вернулись из пустоши - залог возвращен. Медперсонал убежища заметил у вас в костюме прокол. Необходимо провести обследование. Это займет 95 секунд. Вы обнаружили редкий сундучок с 96 крышечками. Теперь на вашем балансе 1943 крышечки.
04:57:11 (06:00:34) (chat)  Respya: LUL
04:57:19 (06:00:41) (chat)  LexaSP: !wasterland
04:57:20 (06:00:42) (chat)  SupremeLolka: это реклама доместоса LUL LUL LUL
04:57:21 (06:00:44) (chat)  elnar88: челомуропчел
04:57:25 (06:00:47) (chat)  Alucard_291: золотой дождь летит к вам
04:57:25 (06:00:47) (chat)  PIKAPIKASO: это рубль и он падает
04:57:25 (06:00:47) (chat)  Glagloglag: Это бигфут из сна Джека в Медиатор Судьбы
04:57:25 (06:00:48) (chat)  palladium_tv: человек-пиксель
04:57:29 (06:00:51) (chat)  wolf4444wolf: бабочки в животе
04:57:29 (06:00:51) (chat)  LexaSP: !wasteland
04:57:29 (06:00:52) (chat)  wlgboy: @LexaSP вы ушли в пустошь, оставив залог в 15 крышечек. Возвращение через 38 минут.
04:57:32 (06:00:54) (chat)  Houtz_: cакмен
04:57:35 (06:00:57) (chat)  Virgozavr: неочень просто супермен )))
04:57:35 (06:00:58) (chat)  AlexanderRoman: капитан Звизда
04:57:37 (06:01:00) (chat)  nekorais: vjxf-v'y
04:57:38 (06:01:00) (chat)  crafelka: POGGERS
04:57:38 (06:01:01) (chat)  SwampDoctor113: @WELOVEGAMES А ты не помнишь как называлась старая игра где ты летал ангелом и вселялся в людей разных?
04:57:41 (06:01:03) (chat)  Respya: она ищет свою вторую половинку
04:57:42 (06:01:04) (chat)  koteg: вот это приход
04:57:43 (06:01:05) (chat)  Diavega: человек член
04:57:46 (06:01:09) (chat)  chantereq: так выглядит человек который уважает пчелок
04:57:52 (06:01:14) (chat)  Arza_: глянул скрины, вспомнил что это была странная игра
04:57:56 (06:01:18) (chat)  crafelka: PogU Pog PagChomp
04:57:56 (06:01:18) (chat)  agnitumus: Так
04:57:59 (06:01:22) (chat)  SwampDoctor113: Точно
04:58:03 (06:01:25) (chat)  agnitumus: подписку оплатил
04:58:04 (06:01:27) (chat)  Virgozavr: вот бы игру про Пчеловека )
04:58:05 (06:01:27) (chat)  SwampDoctor113: <3 <3 <3
04:58:08 (06:01:30) (chat)  UncleVanyaInTheHouse: такой то переход
04:58:11 (06:01:33) (chat)  agnitumus: теперь можно спать =)
04:58:18 (06:01:40) (chat)  Brandsboid: PogChamp PogChamp
04:58:19 (06:01:42) (chat)  Anboy: @welovegames ладно удачи и приятной игры в старые игры и здоровья wlg5 wlgLuv од стрим од стрим од стрим ушёл спать
04:58:21 (06:01:43) (chat)  bodies11: PogU
04:58:29 (06:01:51) (chat)  koteg: @WELOVEGAMES а ты не помнишь, как называлась игра старая, где фигуры из квадрабтных блоков нужно составлять в ряд? Kappa
04:58:39 (06:02:01) (chat)  princessintears: @anboy, wlgZz
04:58:42 (06:02:05) (chat)  AnDreNaLIm: это сон во сне
04:58:47 (06:02:10) (chat)  ErronSivors: @Anboy cнов)
04:58:48 (06:02:10) (chat)  froxalt: PogChamp
04:58:51 (06:02:13) (chat)  AlexanderRoman: Играл в старую игру Infernal? @WELOVEGAMES
