17:02:06 (00:00:30) (chat)  anksi: Kreygasm Kreygasm
22:53:01 (05:51:25) (chat)  bodiane: +жмур в чёрной жиже
22:53:04 (05:51:28) (chat)  illus10_n: @WELOVEGAMES ББ успокой
22:53:07 (05:51:30) (chat)  Teodortwitch: wlgOralb wlgOralb wlgOralb
22:53:09 (05:51:32) (chat)  lazy_nihilist: Перед тропой надо ставить знак Опасно для жизни))
22:53:13 (05:51:36) (chat)  life_is_anguish: wlgThumb
22:53:13 (05:51:36) (chat)  Nerkann: надеюсь у человека есть алиса
22:53:13 (05:51:37) (chat)  julia_vi1: wlgHype Добрались!
22:53:16 (05:51:39) (chat)  wanqoast: гц
22:53:16 (05:51:39) (chat)  DZ1R0: VisLaud HYPERCLAP
22:53:20 (05:51:44) (chat)  Kuk1sh: PogChamp
22:53:22 (05:51:45) (chat)  HoneysDead: Всего-то три смерти подряд LUL
22:53:27 (05:51:50) (chat)  joni_frosta: PagChomp
22:53:27 (05:51:50) (chat)  houstonus: так а зачем он шел так?
22:53:30 (05:51:53) (chat)  Ded_DOMOSED: Старый, но не бесполезный karmikOld
22:53:31 (05:51:54) (chat)  V_O_o_V: упал с соска л
22:53:34 (05:51:57) (chat)  kchief_hs: а теперь получить квест обратно Kappa
22:53:38 (05:52:02) (chat)  ErronSivors: @WELOVEGAMES это приключение надо было начать словами " я знаю короткий путь "
22:53:42 (05:52:06) (chat)  gdres: а что такое кладбище стримеров?
22:53:43 (05:52:06) (chat)  Bigjammo: ахах, жопное озеро LUL LUL LUL
22:53:43 (05:52:07) (chat)  B_p_a_4: к жопной реке
22:53:49 (05:52:12) (chat)  NozkaStula: Да минут 20
22:53:49 (05:52:12) (chat)  PantherVSanyone: @WELOVEGAMES а можно tom petty-runnin down a dream?
22:53:49 (05:52:13) (chat)  gdres: я пропустила
22:53:49 (05:52:13) (chat)  Grey_hounD: LULW
22:53:51 (05:52:15) (chat)  xxxDerzi4xxx: LUL
22:53:52 (05:52:15) (chat)  DZ1R0: ооооо какая песня
22:53:52 (05:52:15) (chat)  Devescor: @houstonus потому что может wlgPeka
22:53:52 (05:52:15) (chat)  B_p_a_4: опа
22:53:52 (05:52:16) (chat)  Ded_DOMOSED: часа полтора-два
22:53:53 (05:52:16) (chat)  ice_instinct: @WELOVEGAMES терь в кратер !
22:53:53 (05:52:16) (chat)  julia_vi1: DogePls
22:53:53 (05:52:17) (chat)  AKa_47: mcaT mcaT mcaT
22:53:55 (05:52:18) (chat)  lazy_nihilist: PogChamp PogChamp
22:53:55 (05:52:19) (chat)  Aletiy: PogChamp PogChamp PogChamp
22:53:56 (05:52:19) (chat)  joni_frosta: DogePls
22:53:56 (05:52:20) (chat)  nnz0: LUL LUL
22:53:57 (05:52:21) (chat)  gdres: больше 40 минут
22:53:58 (05:52:21) (chat)  da4el: час пятнадцать
22:53:58 (05:52:21) (chat)  Grey_hounD: PepeLmao
22:53:58 (05:52:21) (chat)  nickojin: река "мёртвый чат"
22:53:58 (05:52:22) (chat)  koteg: DogePls
22:53:59 (05:52:22) (chat)  NorthFailer: с/дааамба
22:53:59 (05:52:22) (chat)  Segaman8: DogePls
22:54:00 (05:52:23) (chat)  OSuse: Да ваще фигня по времени
22:54:00 (05:52:23) (chat)  napk1n__: mcaT mcaT
22:54:00 (05:52:23) (chat)  Karikaturo: @WELOVEGAMES 30 мин на "идущий к реке"
22:54:01 (05:52:24) (chat)  Teodortwitch: wlgDance wlgDance wlgDance
22:54:01 (05:52:25) (chat)  Strix_team: LUL
22:54:02 (05:52:25) (chat)  Alfachi: час...
22:54:02 (05:52:25) (chat)  shidongan: LUL
22:54:02 (05:52:25) (chat)  SupremeLolka: DogePls billyReady
22:54:02 (05:52:25) (chat)  Nakasikasykasena: как под песню бежит то
22:54:02 (05:52:26) (chat)  Spac3crafteR: wlgComfort
22:54:03 (05:52:26) (chat)  grommhell: mcaT mcaT mcaT SMOrc
22:54:04 (05:52:27) (chat)  ZellyBoBa: Kreygasm Kreygasm Kreygasm Kreygasm
22:54:04 (05:52:27) (chat)  gornoaltaisk: о боги дорого смерти
22:54:04 (05:52:27) (chat)  FeBellus: LUL LUL LUL
22:54:04 (05:52:27) (chat)  NorthFailer: сюююдааамба
22:54:04 (05:52:27) (chat)  positron_cs: mcat
22:54:04 (05:52:28) (chat)  Belkaperdelka: wlgSad krippFey wlgSad
22:54:05 (05:52:28) (chat)  eugennon: музыка офигенная!!! @WELOVEGAMES
22:54:05 (05:52:28) (chat)  Mutabor_Shooter: DogePls
22:54:06 (05:52:29) (chat)  Fomikrai: DogePls DogePls DogePls DogePls
22:54:07 (05:52:30) (chat)  bogawog: Я в своём познании настолько преисполнился, что я, как будто бы, уже сто триллионов миллиардов лет проживаю на триллионах и триллионах таких же планет, как эта Земля. Мне этот мир абсолютно понятен и я здесь ищу только одного — покоя, умиротворения и вот этой гармонии, от слияния с бесконечно вечным, от созерцания великого фрактального подобия и от вот этого замечательного всеединства существа, бесконечно вечного, куда ни посмотри, хоть вглубь — бесконечно малое, хоть ввысь — бесконечное большое
22:54:07 (05:52:30) (chat)  ushi_v_serejkah: PansexualPride PansexualPride PansexualPride PansexualPride
22:54:10 (05:52:33) (chat)  5audade: Такой геймплей бы да в игру выживач на Марсе
22:54:10 (05:52:33) (chat)  northugshroud: Оп оп оп
22:54:10 (05:52:33) (chat)  Taukycc: Динамо Бежит )
22:54:11 (05:52:34) (chat)  Skvatorix: !inv
22:54:11 (05:52:35) (chat)  wlgboy: @Skvatorix у вас в инвентаре следующие предметы: 1. [Плазменное ружье] 2. [Фонарик] 3. [Суперкувалда]. Занято слотов: [3/4]
22:54:11 (05:52:35) (chat)  julia_vi1: BLELELE
22:54:11 (05:52:35) (chat)  gatarelub: wlgDance wlgDance wlgDance
22:54:12 (05:52:35) (chat)  Enot_Potraxyn: 55 минут примерно
22:54:13 (05:52:36) (chat)  PIRAGO: все побежали и я побежал))
22:54:14 (05:52:37) (chat)  usernamewashidden: час и 10 минут
22:54:14 (05:52:37) (chat)  positron_cs: mcaT
22:54:15 (05:52:39) (chat)  no_crosshair: LUL
22:54:16 (05:52:39) (chat)  AttentionSilver: А как же Лебединский
22:54:16 (05:52:40) (chat)  St0p_iT: DogePls
22:54:17 (05:52:40) (chat)  Ded_DOMOSED: wlg20 karmik115 wlg20
22:54:17 (05:52:40) (chat)  Tenzera: PepeLmao
22:54:17 (05:52:41) (chat)  Skvatorix: !wasteland
22:54:18 (05:52:41) (chat)  wlgboy: @Skvatorix вы ушли в пустошь, оставив залог в 15 крышечек. Возвращение через 38 минут.
22:54:18 (05:52:41) (chat)  krakus0: @WELOVEGAMES от баньки 1;15-17
22:54:18 (05:52:41) (chat)  amadroni: ББ офнулся
22:54:18 (05:52:41) (chat)  He_Zzzz: @WELOVEGAMES Это еще не конец))))
22:54:19 (05:52:42) (chat)  Vishenka_Cherry: @eugennon @lazy_nihilist да, песня хорошая, как и учитель) он для нас выбирал действительно стоящие песни)
22:54:21 (05:52:44) (chat)  Aletiy: Курьер удачи LUL
22:54:23 (05:52:46) (chat)  memedict_cyberbatch: Кстати жопное озеро ведь реально вроде существует
22:54:23 (05:52:47) (chat)  Mutabor_Shooter: все бегут
22:54:23 (05:52:47) (chat)  FeBellus: @WELOVEGAMES Шлем в жиже спрятал, косой?
22:54:24 (05:52:47) (chat)  colouridze1: s1lverM s1lverM s1lverM s1lverM s1lverM s1lverM s1lverM s1lverM s1lverM s1lverM
22:54:24 (05:52:47) (chat)  marabern: @WELOVEGAMES вот этот трек топчик чтоб по горам ходить
22:54:24 (05:52:47) (chat)  kudis10: А обратно ещё круче будет идти
22:54:24 (05:52:48) (chat)  pj_ich: моргалы выколю пасть порву SMOrc
22:54:27 (05:52:50) (chat)  positron_cs: lol
22:54:28 (05:52:51) (chat)  V_O_o_V: 5 минут и посрать
22:54:28 (05:52:51) (chat)  ushi_v_serejkah: А макароны на ужин?)
22:54:29 (05:52:53) (chat)  machete1000: Почему Кодзима такую музыку не добавил?
22:54:31 (05:52:55) (chat)  VedMaKc: SingsNote mcaT VoHiYo
22:54:33 (05:52:56) (chat)  4BroStepanChech: третий день на стриме одно и то же... классная игра
22:54:36 (05:52:59) (chat)  Enot_Potraxyn: В 18 40 ты выехал на машине
22:54:38 (05:53:01) (chat)  denndger: покажи кратер
22:54:38 (05:53:02) (chat)  Catalianna: !wasteland
22:54:39 (05:53:02) (chat)  wlgboy: @Catalianna вы ушли в пустошь, оставив залог в 15 крышечек. Возвращение через 48 минут.
22:54:42 (05:53:05) (chat)  Skvatorix: wlgDeer
22:54:45 (05:53:08) (chat)  He_Zzzz: ботинки береги @WELOVEGAMES
22:54:46 (05:53:09) (chat)  wlgboy: розыгрыши, мемы, игровые новости, анонсы стримов, музыка в нашем сообществе ВКонтакте: vk.com/welovegames
22:54:46 (05:53:09) (chat)  AKa_47: дите покачай
22:54:48 (05:53:11) (chat)  positron_cs: ty ty ru ty ty ty
22:54:49 (05:53:12) (chat)  spartic12: Саундтрек Бегущего По лезвию подойдет
22:54:50 (05:53:14) (chat)  FeBellus: Нужно искать бетономешалку
22:54:51 (05:53:14) (chat)  YaZheZhal: Ты туда не ходи!
22:54:51 (05:53:14) (chat)  denndger: кратер 🙏🙏🙏
22:54:53 (05:53:17) (chat)  eugennon: @Vishenka_Cherry а мы еще учили "что такое осень это небо")) и больше вроде ничего такого
22:54:57 (05:53:20) (chat)  PervyiIzKosmosa: mcaT mcaT mcaT
22:54:58 (05:53:22) (chat)  ushi_v_serejkah: Идеально музыка же подходит
22:54:58 (05:53:22) (chat)  Aletiy: Подскользнулся, упал, очнулся, гипс LUL LUL LUL
22:55:00 (05:53:24) (chat)  Nakasikasykasena: а динамо бежит? Kapap
22:55:05 (05:53:28) (chat)  blacksoda: LUL
22:55:05 (05:53:28) (chat)  radiocatmel: Все бегут и я бегу
22:55:06 (05:53:29) (chat)  wlgboy: прослушать саундтрек из Death Stranding можно по ссылке: https://vk.cc/a02mfe
22:55:10 (05:53:33) (chat)  marabern: @WELOVEGAMES не, компот в другом фильме, а там только макароны с мясом igorMask
22:55:10 (05:53:34) (chat)  Segaman8: BabyRage
22:55:11 (05:53:34) (chat)  joni_frosta: HEYYEYAAEYAAAEYAEYAA
22:55:11 (05:53:35) (chat)  pj_ich: @Aletiy Это не оттуда)
22:55:16 (05:53:40) (chat)  V_O_o_V: макарошки? merdeksCygan
22:55:17 (05:53:40) (chat)  DZ1R0: Kreygasm
22:55:17 (05:53:40) (chat)  Grey_hounD: HEYYEYAAEYAAAEYAEYAA
22:55:20 (05:53:43) (chat)  ksenia_moon: wlgPled wlgPled wlgPled
22:55:20 (05:53:44) (chat)  Ded_DOMOSED: Спидраним локации
22:55:21 (05:53:45) (chat)  Sh1ki: <3 <3
22:55:22 (05:53:45) (chat)  LionSPb: wlgPled
22:55:22 (05:53:45) (chat)  4BroStepanChech: Новый год что ли уже?)
22:55:22 (05:53:46) (chat)  SupremeLolka: wlgZz wlgZz wlgZz wlgZz
22:55:23 (05:53:47) (chat)  PervyiIzKosmosa: !wasteland
22:55:24 (05:53:47) (chat)  wlgboy: @PervyiIzKosmosa вы ушли в пустошь, оставив залог в 15 крышечек. Возвращение через 60 минут.
22:55:24 (05:53:47) (chat)  nickojin: BibleThump BibleThump BibleThump
22:55:26 (05:53:49) (chat)  wlgboy: хочешь узнать, когда будет следующий стрим? Подпишись на уведомления посредством личных сообщений ВКонтакте. Это удобно! https://vk.cc/9rSVZA
22:55:27 (05:53:50) (chat)  SirStormGod: BabyRage BabyRage
22:55:28 (05:53:52) (chat)  Segaman8: HEYYEYAAEYAAAEYAEYAA
22:55:28 (05:53:52) (chat)  firestorm_cat: wlgLuv
22:55:29 (05:53:52) (chat)  memedict_cyberbatch: Песня подходящая
22:55:29 (05:53:53) (chat)  krakus0: @WELOVEGAMES как оказалось карта не большая если по окраине можно за час пройтись не спеша
22:55:30 (05:53:53) (chat)  PervyiIzKosmosa: wlgHype
22:55:30 (05:53:53) (chat)  hell_kingg: когда выкидываешь использованный презерватив @WELOVEGAMES
22:55:32 (05:53:56) (chat)  Nerkann: ResidentSleeper
22:55:34 (05:53:57) (chat)  Aletiy: @pj_ich Знаю)
22:55:37 (05:54:00) (chat)  St0p_iT: Wowee
22:55:39 (05:54:03) (chat)  EDIIS: да его от ходьбы качает
22:55:41 (05:54:04) (chat)  V_O_o_V: что ты там всё руками?
22:55:41 (05:54:05) (chat)  splenix: igorCute
22:55:46 (05:54:10) (chat)  hakenlaken1: что это за плейлист ??????/ Чат подскажи!!!
22:55:51 (05:54:14) (chat)  Skvatorix: Это пока не очень актуально. Новый год еще не так чтобы скоро
22:55:51 (05:54:15) (chat)  doc_july_urology: под этот стримчик классно готовить домашние хачапури)) Спасибо, Денис!
22:55:59 (05:54:22) (chat)  Vyacheslav11: давай дальше музыку
22:56:00 (05:54:23) (chat)  AttentionSilver: RalpherZ
22:56:01 (05:54:24) (chat)  uga4akaugauga: Kreygasm
22:56:01 (05:54:25) (chat)  GOIK0Y: wlgPled wlgPled wlgPled
22:56:02 (05:54:25) (chat)  Mr_Dimiks: Пугачёва умела петь когда-то
22:56:04 (05:54:27) (chat)  iichi_: guitComfort
22:56:08 (05:54:31) (chat)  tampyc: малыш удивлен, вот папка у него бродяга
22:56:11 (05:54:34) (chat)  lazy_nihilist: @Vishenka_Cherry я из этих уроков запомнил только одну народную песню, да и то потому, что отец её до этого много раз пел) Очень информативный предмет оказался CoolStoryBob
22:56:11 (05:54:34) (chat)  4BroStepanChech: Под эту песню классно готовить салат оливье))
22:56:17 (05:54:40) (chat)  Rupoll: igorPled
22:56:18 (05:54:41) (chat)  SnaKemuho: DogePls DogePls DogePls
22:56:18 (05:54:41) (chat)  Belkaperdelka: Мужик всю игру таскает шныря будучи связанным с ним пуповиной. Ну гений же! SeemsGood
22:56:20 (05:54:43) (chat)  wlgboy: @Lemlimlom вы вернулись из пустоши - залог возвращен. Медперсонал убежища заметил у вас в костюме прокол. Необходимо провести обследование. Это займет 169 секунд. Вы обнаружили редкий сундучок с 62 крышкечами. Теперь на вашем балансе 12535 крышечек.
22:56:21 (05:54:44) (chat)  marabern: @EDIIS он только что горы перешел без страховки, конечно качать будет от ходьбы igorMask
22:56:23 (05:54:46) (chat)  BigShelder: музня топ!
22:56:26 (05:54:50) (chat)  Barnaley: wlgPled wlgPled wlgPled wlgPled
22:56:27 (05:54:50) (chat)  NozkaStula: !inv
22:56:27 (05:54:50) (chat)  wlgboy: @NozkaStula у вас в инвентаре следующие предметы: 1. [Справочник склонениев и падежов] 2. [Очки всевидения] 3. [Броня Братства] 4. [Кожаная куртка] 5. [Диск Убежища 13] 6. [Учебник по истории Рохляндии] 7. [Будёновка с бубенцами] 8. [Перчатки хирурга] 9. [Фальшивое удостоверение Гражданина] 10. [Учебник «Чужие ошибки в картинках»] 11. [Ключ от двери камеры] 12. [Золотой самородок] 13. [Книга «Обком звонит в колокол»]. Занято слотов: [13/16]
22:56:29 (05:54:52) (chat)  Evil_Gra4ik: Кто еще что готовит? Я вот например картофан успел за этот забег пожарить)
22:56:29 (05:54:53) (chat)  BigShelder: xD
22:56:29 (05:54:53) (chat)  PervyiIzKosmosa: и детскии шампусик разливать
22:56:30 (05:54:54) (chat)  loknik4: FrankerZ CurseLit CurseLit
22:56:30 (05:54:54) (chat)  wanqoast: @welovegames капли не стекают вверх по камере
22:56:31 (05:54:54) (chat)  NozkaStula: !wasteland
22:56:31 (05:54:54) (chat)  Sanin2009: @WELOVEGAMES А лестницы с собой не нужно было брать в путешествие? Ну штучек 20
22:56:31 (05:54:54) (chat)  wlgboy: @NozkaStula вы ушли в пустошь, оставив залог в 15 крышечек. Возвращение через 33 минуты.
22:56:32 (05:54:55) (chat)  DMITRYMARRUS: Давай на гору заберемся
22:56:32 (05:54:55) (chat)  Takeshi13: @rupoll wlg5 wlgPled здравствуй
22:56:40 (05:55:03) (chat)  Razer_mel: BibleThump
22:56:40 (05:55:03) (chat)  Mifrok1988: ну камон? почему такие высокие оценки у этой игры?
22:56:43 (05:55:06) (chat)  bogawog: !wasteland
22:56:43 (05:55:07) (chat)  wlgboy: @bogawog вы ушли в пустошь, оставив залог в 15 крышечек. Возвращение через 50 минут.
22:56:43 (05:55:07) (chat)  Sinhrofazotron: мой ласковый и нежный зверь
22:56:46 (05:55:09) (chat)  V_O_o_V: merdeksPeka merdeksBac спасибо за больны
22:56:49 (05:55:12) (chat)  Devescor: на сюжетку то окончательно забил?
22:56:49 (05:55:13) (chat)  Skvatorix: оо тепленькая пошла
22:56:53 (05:55:16) (chat)  Dva_markera: PixelBob
22:56:54 (05:55:17) (chat)  Vishenka_Cherry: @eugennon хм.. эту песню мы, вроде бы, не учили) Я вот сейчас так не вспомню, что еще у нас было в репертуаре, но помню, что остались хорошие воспоминания об этом учители и уроках) А, вот вспомнила: "Топ-топ, топает малыш" LUL но это была, как говорил учитель, песня-шутка, для развлекухи детей)
22:56:59 (05:55:22) (chat)  horus_luperkal: Ну жопа началась
22:56:59 (05:55:23) (chat)  Ded_DOMOSED: @mifrok1988, игра не для всех, угомонитесь уже.
