03:33:55 (00:00:00) (comm)  S1mplerV: !гз
01:46:25 (05:14:33) (chat)  wlgboy: @quinnra у вас в инвентаре следующие предметы: 1. [Переключатель взрывного устройства]. Занято слотов: [1/5]
01:46:27 (05:14:34) (chat)  fertonok: !buy
01:46:27 (05:14:35) (chat)  wlgboy: @fertonok вы приобрели [Мутагенная сыворотка] за 100 крышек. У вас осталось 3 свободных слота в инвентаре.
01:46:29 (05:14:36) (chat)  Skipper_Nemo: !wasteland
01:46:29 (05:14:36) (chat)  wlgboy: @Skipper_Nemo вы ушли в пустошь, оставив залог в 15 крышечек. Возвращение через 48 минут.
01:46:37 (05:14:44) (chat)  iq322: Тууууутутууууу
01:46:37 (05:14:44) (chat)  SupremeLolka: @mr_speedvagon, НАВСЕГДААА
01:46:37 (05:14:45) (chat)  quinnra: !bay
01:46:38 (05:14:45) (chat)  bobuika: игра престолов wlgDance
01:46:39 (05:14:46) (chat)  climoff: !watchtime
01:46:40 (05:14:47) (chat)  romantikk856: @Mr_SpeedVagon НАВСЕГДААААА
01:46:43 (05:14:51) (chat)  GERXAGON: Игра Престолов! Версия Террарии LUL LUL LUL
01:46:43 (05:14:51) (chat)  Shallacatop: @EMOBLAZE неее)хватит)) не надо) 10 лет жизни)_
01:46:45 (05:14:52) (chat)  Respya: *ушел пересматривать Игру Престолов. На английском
01:46:46 (05:14:53) (chat)  SpickerVaVa: BibleThump BibleThump BibleThump BibleThump BibleThump BibleThump BibleThump BibleThump BibleThump BibleThump BibleThump BibleThump BibleThump BibleThump BibleThump BibleThump BibleThump
01:46:47 (05:14:54) (chat)  santimentorr: wlgAsm wlgAsm wlgAsm
01:46:47 (05:14:54) (chat)  fertonok: !wasteland
01:46:47 (05:14:54) (chat)  wlgboy: @fertonok вы ушли в пустошь, оставив залог в 15 крышечек. Возвращение через 41 минуту.
01:46:50 (05:14:57) (chat)  climoff: !followtime
01:46:51 (05:14:58) (chat)  SwampDoctor113: Зима близко - это тру
01:46:55 (05:15:02) (chat)  wlgboy: хочешь узнать, когда будет следующий стрим? Подпишись на уведомления посредством личных сообщений ВКонтакте. Это удобно! https://vk.cc/9rSVZA
01:46:56 (05:15:03) (chat)  climoff: !followage
01:46:57 (05:15:04) (chat)  Nightbot: climoff has been following WELOVEGAMES for 1 year, 3 months, 1 week, 3 days, 17 hours, 25 minutes, 50 seconds
01:47:05 (05:15:13) (chat)  svsergeevna: @goldy__ кусь-кусь raeRAGE raeLIKE raeRAGE raeLIKE
01:47:08 (05:15:16) (chat)  EMOBLAZE: @Shallacatop Да её можно пересмотреть за месяц) Я так и сделал в июне
01:47:12 (05:15:20) (chat)  quinnra: !followage
01:47:14 (05:15:21) (chat)  Nicothin: У кого слотов было мало?
01:47:20 (05:15:27) (chat)  Farewell666: до лунного недоиграют,наверное wlgCry
01:47:20 (05:15:28) (chat)  bobuika: а я так и не досмотрела Игру престолов wlgAsm
01:47:23 (05:15:30) (chat)  Goldy__: @svsergeevna wlgWow wlgPeka wlgPeka
01:47:25 (05:15:33) (chat)  DokerStim: !inv
01:47:26 (05:15:33) (chat)  wlgboy: @DokerStim в вашем инвентаре нет предметов. Занято слотов: [0/6]
01:47:29 (05:15:36) (chat)  SFA_Doc: лол, йо-йо адское пропустил
01:47:32 (05:15:39) (chat)  DokerStim: wlgOralb
01:47:35 (05:15:42) (chat)  wlgboy: ВНИМАНИЕ! До конца сентября скидка 50% на подписку и переподписку! Порадуй стримера и себя! Kappa //
01:47:38 (05:15:45) (chat)  svsergeevna: @goldy__ как дела? raeCool
01:47:44 (05:15:51) (chat)  quinnra: !followage
01:47:45 (05:15:52) (chat)  SpickerVaVa: GoT BibleThump BibleThump BibleThump BibleThump BibleThump BibleThump
01:47:45 (05:15:53) (chat)  Nightbot: quinnra has been following WELOVEGAMES for 1 year, 4 months, 2 weeks, 2 days, 9 hours, 17 minutes, 41 seconds
01:47:50 (05:15:57) (chat)  ASAGIUS: @MILANRODD и ещё @GlebBio баг с инвентарём заимел, он не расширяется
01:47:51 (05:15:59) (chat)  Shallacatop: @EMOBLAZE ахахах) после финала чет пересматривать не хочется) жду книги)
01:47:53 (05:16:00) (chat)  Snaffizy: @emoblaze 15 дней
01:47:59 (05:16:07) (chat)  Respya: @bobuika на каком сезоне?)
01:48:00 (05:16:08) (chat)  santimentorr: @nicothin вот сам хз как открывать их wlgThonk
01:48:10 (05:16:18) (chat)  SwampDoctor113: LUL
01:48:14 (05:16:21) (chat)  Mr_SpeedVagon: опа
01:48:15 (05:16:22) (chat)  wlgboy: информация об игровых релизах в сентябре: https://vk.cc/9M1a8T
01:48:16 (05:16:23) (chat)  bobuika: @farewell666 о, лунный это жесть, да?
01:48:19 (05:16:27) (chat)  EMOBLAZE: @Snaffizy Если времени полно, то почему бы и нет)
01:48:21 (05:16:29) (chat)  bobuika: @respya 5
01:48:23 (05:16:30) (chat)  SwampDoctor113: Бедная Катюха )
01:48:23 (05:16:31) (chat)  Nicothin: @santimentorr, ?
01:48:25 (05:16:32) (chat)  Goldy__: @svsergeevna нормально, только дождь надоел) ты как? wlgComfort
01:48:27 (05:16:34) (chat)  Mr_SpeedVagon: @WELOVEGAMES ден, над тобой сейчас Святой биом
01:48:29 (05:16:36) (chat)  Frol958: саунд очень!
01:48:32 (05:16:39) (chat)  SupremeLolka: оооо, йойо PogChamp
01:48:33 (05:16:40) (chat)  GERXAGON: Титана Таноса нашёл ты что сеёзна Бэйл!?? 4Head 4Head 4Head LUL LUL LUL
01:48:34 (05:16:41) (chat)  styart__: LUL
01:48:44 (05:16:51) (chat)  Nicothin: @santimentorr, Они даются с каждым месяцом подписки
01:48:44 (05:16:51) (chat)  Mr_SpeedVagon: @WELOVEGAMES там где упал светящийся слайм
01:48:50 (05:16:57) (chat)  Respya: @bobuika до 7-го сезона в принципе ещё можно смотреть...))
01:48:50 (05:16:57) (chat)  konami22: ооо, всё, Ден терь непобедимый хД
01:48:50 (05:16:57) (chat)  alexmoon51: Что за изумительный плейлист
01:49:10 (05:17:17) (chat)  santimentorr: @nicothin понял wlgCheers
01:49:15 (05:17:22) (chat)  bobuika: @respya почему
01:49:22 (05:17:29) (chat)  Mr_SpeedVagon: опа
01:49:22 (05:17:29) (chat)  Nicothin: @santimentorr, wlgThumb
01:49:25 (05:17:33) (chat)  Mr_SpeedVagon: цветок бери
01:49:30 (05:17:38) (chat)  Rolengstoun: С боссов слитки падают, рекомендую
01:49:33 (05:17:40) (chat)  Mr_SpeedVagon: @WELOVEGAMES щмот слева от тебя
01:49:33 (05:17:41) (chat)  Farewell666: @bobuika ну можно пригласить саба и он быстро пронесёт wlgEz ну это прямо перед тем,как им надоест
01:49:34 (05:17:42) (chat)  draco9999: размер не имеет значение
01:49:40 (05:17:48) (chat)  muscari8: можно ведь сделать длиннее? Kappa
01:49:45 (05:17:52) (chat)  SupremeLolka: @WELOVEGAMES можно увеличить дальность (без регистрации и смс)
01:49:45 (05:17:53) (chat)  murchelko: @WELOVEGAMES щмот слева от тебя. от лавы
01:49:49 (05:17:57) (chat)  konami22: FailFish
01:49:52 (05:17:59) (chat)  volutar: Дангар как смеётся это вообще )
01:49:55 (05:18:02) (chat)  wlgboy: скидка до 20% на продукцию ASUS. Приятных покупок с промокодом WLG по ссылке: https://vk.cc/9ivAk7
01:50:05 (05:18:13) (chat)  VenomZ76: если собрать сет специальный то можно 2 ёё выпускать одновременно
01:50:15 (05:18:22) (chat)  ASAGIUS: @MILANRODD ты ещё тут? Kapp
01:50:23 (05:18:30) (chat)  Respya: @bobuika потому что 8-ой отвратительный в плане сценарных ходов. не зря у нее рейтинг 4.5. Фильмы Уве Болла и то интересней смотреть
01:50:23 (05:18:30) (chat)  cjladkaya_cojlb: Я один не смотрел игру престола?
01:50:28 (05:18:36) (chat)  santimentorr: !wasteland
01:50:29 (05:18:36) (chat)  wlgboy: @santimentorr вы ушли в пустошь, оставив залог в 15 крышечек. Возвращение через 33 минуты.
01:50:29 (05:18:36) (chat)  Goldy__: monkaShoot
01:50:35 (05:18:42) (chat)  ckonstantine: ЁЁ BrokeBack мои глаза
01:50:39 (05:18:46) (chat)  ASAGIUS: @cjladkaya_cojlb да, ты особенный
01:50:43 (05:18:51) (chat)  Galaktion: @cjladkaya_cojlb Я тоже не смотрел эту пошлятину
01:50:44 (05:18:52) (chat)  Respya: @cjladkaya_cojlb да
01:50:55 (05:19:02) (chat)  wlgboy: ВНИМАНИЕ! До конца сентября скидка 50% на подписку и переподписку! Порадуй стримера и себя! Kappa //
01:50:55 (05:19:03) (chat)  MILANRODD: @asagius, да шо
01:50:56 (05:19:03) (chat)  rus100man: ASAGIUS здарова
01:50:57 (05:19:04) (chat)  FireNod: Почему они не могут просто сделать зелье ? NotLikeThis NotLikeThis NotLikeThis
01:51:06 (05:19:13) (chat)  bobuika: @respya wlgOralb ну я все равно потом буду книгу читатьс так что можно и 8глянуть
01:51:18 (05:19:25) (chat)  svsergeevna: @goldy__ да, у меня тоже погода не айс raeFeelsBad дела хорошо. готова завтра к рабочей неделе katiCringe таааак хочу на рабоооту katiCringe
01:51:19 (05:19:26) (chat)  SupremeLolka: wlgWow wlgWow
01:51:21 (05:19:28) (chat)  Mongvo: ребят у меня одного твич лагает?
01:51:21 (05:19:28) (chat)  gatarelub: @WELOVEGAMES H - хоткей для хилок
01:51:22 (05:19:30) (chat)  Respya: @galaktion пошлятина там на фиг знает каком месте , где то на 10м по количеству сексуальных сцен)
01:51:34 (05:19:41) (chat)  wlgboy: @InDivid__ вы вернулись из пустоши - залог возвращен. Вы нашли обычный предмет на старой свалке - [Магнито-лазерный пистолет]. К сожалению у вас не было места в инвентаре. Вы надежно спрятали находку, записали координаты местонахождения предмета и продали их перекупщику за 59 крышечек.
01:51:36 (05:19:43) (chat)  ASAGIUS: @MILANRODD хочу ещё команду !caps username, чтобы переносить удобнее было крышки для тех, кто ник сменил
01:51:38 (05:19:45) (chat)  cjladkaya_cojlb: @asagius Повод для гордости
01:51:44 (05:19:51) (chat)  ASAGIUS: @rus100man wlg5
01:51:44 (05:19:52) (chat)  GERXAGON: Может Плантеру прибьём ааа?? Кто согласен чат?
01:51:51 (05:19:58) (chat)  ASAGIUS: !caps add zengblack 1
01:51:53 (05:20:01) (chat)  wlgboy: переподключился к центральному компьютеру Убежища.
01:51:56 (05:20:03) (chat)  Galaktion: @Respya Там слишком много оголенных пяток !
01:52:04 (05:20:12) (chat)  Goldy__: @svsergeevna ахаха сочувствую, держись wlgLuv wlgF wlgLuck
01:52:10 (05:20:17) (chat)  MILANRODD: !caps add zengblack 1
01:52:12 (05:20:19) (chat)  wlgboy: переподключился к центральному компьютеру Убежища.
01:52:18 (05:20:25) (chat)  MILANRODD: ага прикол
01:52:31 (05:20:38) (chat)  EMOBLAZE: Он просто не хочет, чтобы вы крышки передавали Kappa
01:52:31 (05:20:38) (chat)  wlgboy: хочешь узнать, когда будет следующий стрим? Подпишись на уведомления посредством личных сообщений ВКонтакте. Это удобно! https://vk.cc/9rSVZA
01:52:37 (05:20:44) (chat)  Respya: @galaktion нууу пятки Натали Дормер и Лены Хиди ничего так))
01:52:59 (05:21:06) (chat)  andreminser: f
01:53:00 (05:21:08) (chat)  Respya: @bobuika на свой страх и риск))
01:53:06 (05:21:14) (chat)  ExtramiRe: wlgRip
01:53:10 (05:21:17) (chat)  SupremeLolka: somDied
01:53:21 (05:21:29) (chat)  positiveblackfox: @WELOVEGAMES Доброго вечера wlgPled wlgHype
01:53:24 (05:21:31) (chat)  Galaktion: @Respya Еще советую посмотреть "Спартак:Кровь и песок" ради голой Зены"
01:53:26 (05:21:33) (chat)  svsergeevna: @goldy__ когда там выходные? LUL LUL
01:53:28 (05:21:35) (chat)  positiveblackfox: Чатик wlg5
01:53:31 (05:21:39) (chat)  SFA_Doc: и по хорошему это надо было ещё до стены добыть)
01:53:35 (05:21:42) (chat)  LionSPb: @positiveblackfox здравствуй wlg5 wlgOralb
01:53:45 (05:21:52) (chat)  ASAGIUS: @MILANRODD про @GlebBio увидел?
01:53:48 (05:21:56) (chat)  Goldy__: @svsergeevna LUL скоро wlgPeka wlgPeka wlgPeka
01:53:52 (05:21:59) (chat)  MILANRODD: +
01:53:54 (05:22:01) (chat)  Nicothin: @MILANRODD Подставку доделали кста?
01:54:04 (05:22:11) (chat)  GERXAGON: @WELOVEGAMES Ты знаешь босса Плантеру? Kappa
01:54:05 (05:22:12) (chat)  Wallsin: @WELOVEGAMES можно пойти в святой биом поубивать единорогов romanovaNebait
01:54:09 (05:22:16) (chat)  Shallacatop: !song
01:54:11 (05:22:18) (chat)  wlgboy: ВНИМАНИЕ! До конца сентября скидка 50% на подписку и переподписку! Порадуй стримера и себя! Kappa //
01:54:12 (05:22:19) (chat)  Shallacatop: !music
01:54:14 (05:22:21) (chat)  wlgboy: @Gacid вы вернулись из пустоши - залог возвращен. Медперсонал убежища заметил у вас в костюме прокол. Необходимо провести обследование. Это займет 101 секунду. Вы нашли обычный предмет на старой свалке - [Книга по первой помощи]. К сожалению у вас не было места в инвентаре. Вы надежно спрятали находку, записали координаты местонахождения предмета и продали их перекупщику за 135 крышечек.
01:54:19 (05:22:26) (chat)  svsergeevna: @goldy__ wlgHype wlgHype wlgHype
