18:37:48 (00:00:06) (chat)  Kate_Rey: алло?
21:56:52 (03:19:10) (chat)  XerkusDotPro: @gwen_devil даша дальше начала не уйдет, пока все не полутает
21:56:55 (03:19:13) (chat)  Noelle666: неправдоподобно, конечно - этот кузов можно забить и верёвкой перевязать, чтобы не выпало
21:56:58 (03:19:16) (chat)  gwen_devil: богато
21:57:05 (03:19:24) (chat)  Heropor: Потому что у Даши будет паника от колличества того,что нужно доставить,но она не сможет из-за ограничения по весу LUL
21:57:07 (03:19:25) (chat)  DeasteR1991: на 1 ввернешся, на втором поедеш
21:57:17 (03:19:35) (chat)  el_zit: Даша играет в The Outer Worlds
21:57:21 (03:19:40) (chat)  Luminus_fox: Всмыысле? Сначала везешь один. Сгружаешь в точке.
21:57:28 (03:19:46) (chat)  Luminus_fox: На нем доезжаешь обратно
21:57:29 (03:19:47) (chat)  Andjey_Kharkov: А нельзя грузовики скрепить тросом и везти таким образом оба?
21:57:35 (03:19:54) (chat)  XerkusDotPro: а если тросом привязять один грузовик к другому?
21:57:39 (03:19:58) (chat)  Luminus_fox: И меняешь на фулл грузовик
21:57:50 (03:20:08) (chat)  Luminus_fox: Жалко лут же оставлять NotLikeThis
21:57:52 (03:20:11) (chat)  Redriar_: FeelsRainMan FeelsRainMan FeelsRainMan лууут
21:58:04 (03:20:22) (chat)  anzay_ru: тележку к грузовику
21:58:06 (03:20:24) (chat)  velasiped1: @ArtGamesLP тележку к машине привязать можно?
21:58:06 (03:20:24) (chat)  prudenceargument: интересно, тут дороги все-таки портятся под дождём? А то получается их перестраивать потом нужно, ресурсы снова тратить
21:58:21 (03:20:39) (chat)  gwen_devil: базу где нить построить можно поблизости или там склад?
21:58:24 (03:20:43) (chat)  sloyka_s_sirom: @ArtGamesLP в помещении скидывай, чтобы дожди не похерили
21:58:36 (03:20:54) (chat)  ifrit_n12: а с тележкой в салон залезть нельзя?
21:58:39 (03:20:57) (chat)  nekostdu: @ArtGamesLP прикрепи воздушну тележку
21:59:01 (03:21:19) (chat)  Noelle666: кстати да, а если тележку прицепить сзади?
21:59:02 (03:21:20) (chat)  jubi_ju: столько вкусного выбросили BibleThump мы же за ним вернемся?
21:59:06 (03:21:24) (chat)  gwen_devil: там еще столько местааа. ну что за условности
21:59:09 (03:21:27) (chat)  Noelle666: если такое можно провернуть, конечно
21:59:14 (03:21:33) (chat)  DeasteR1991: Не едь водой
21:59:26 (03:21:45) (chat)  van_fak: грузовик без крыши?
21:59:31 (03:21:49) (chat)  sloyka_s_sirom: Когда в воду въезжал, то так стремно стало LUL
21:59:34 (03:21:52) (chat)  Andjey_Kharkov: Ааа,получается, что когда ты лезешь в машину, ты весь лишний груз ,что на тебе,сбрасываешь в кузов, помимо того, что уже сгрузил и поэтому нельзя было ехать
21:59:48 (03:22:06) (chat)  anzay_ru: где тут речка для хранения машины?
22:00:02 (03:22:21) (chat)  gwen_devil: не надо речки
22:00:17 (03:22:35) (chat)  Nightbot: На разные суммы доната стоят разные оповещения. АЦКИЕ АЛЕРТЫ на 666 и 6666 рублей. . От 50 до 299, от 300 до 499, от 500 до 799, от 800 до 999, от 1000 до 1299, от 1300 и так далее. https://donatepay.ru/don/artgames
22:00:17 (03:22:36) (chat)  gwen_devil: вода наша ахилесова пята
22:00:19 (03:22:38) (chat)  ifrit_n12: погоду посмотри
22:00:24 (03:22:43) (chat)  trom6one: надо зарядитсё
22:00:56 (03:23:15) (chat)  Andjey_Kharkov: Фак...
22:00:59 (03:23:17) (chat)  velasiped1: LUL
22:01:02 (03:23:20) (chat)  Noelle666: NotLikeThis
22:01:04 (03:23:23) (chat)  vnikopol: строй зарядку
22:01:05 (03:23:23) (chat)  velasiped1: строй зарядку
22:01:05 (03:23:24) (chat)  Luminus_fox: LUL LUL LUL
22:01:10 (03:23:28) (chat)  sloyka_s_sirom: Строй зарядку
22:01:12 (03:23:30) (chat)  Nightbot: Наш сервер в ДИСКОРДЕ. Присоединяйттесь: https://discordapp.com/invite/999ZDJs
22:01:12 (03:23:30) (chat)  coala_MONSTER: tanyagSirCat
22:01:13 (03:23:31) (chat)  jubi_ju: пошел плакать LUL
22:01:13 (03:23:31) (chat)  It_is_strawberry_cake: LUL
22:01:18 (03:23:36) (chat)  Andjey_Kharkov: Заодно аккум зарядится немного
22:01:23 (03:23:41) (chat)  Luminus_fox: На плачь Артем!
22:01:25 (03:23:43) (chat)  Luminus_fox: LUL
22:01:28 (03:23:47) (chat)  deathvades: пошел бить кулаком стену
22:01:29 (03:23:47) (chat)  DragoFlugegecheimen: LUL LUL LUL
22:01:39 (03:23:57) (chat)  itaryh: Ушел плакать
22:01:39 (03:23:58) (chat)  sloyka_s_sirom: И ща крики такие LUL
22:01:43 (03:24:01) (chat)  jubi_ju: ля, там же столько лута осталось NotLikeThis NotLikeThis NotLikeThis ему так одиноко
22:01:44 (03:24:03) (chat)  greatday007: ну что за...только лутом разговелись - и на тебе...
22:01:52 (03:24:10) (chat)  Vikingvladivostokrus: Строить зарядку надо - материалы есть)
22:01:52 (03:24:11) (chat)  Noelle666: крики, рыдания и звон разбитой посуды LUL
22:01:59 (03:24:17) (chat)  Konaken_Skywalker: чат, а когда в меню время в игре идёт?
22:02:03 (03:24:21) (chat)  gwen_devil: ну у нас 2 тележки как последний варик
22:02:11 (03:24:29) (chat)  Nightbot: ЧАТИК, НАПОМНИТЕ СТРИМЛЕРУ ПОПИТЬ ВОДИЧКИ!!! Спасибо.
22:02:14 (03:24:32) (chat)  jubi_ju: жалуеться LUL
22:02:16 (03:24:34) (chat)  Vikingvladivostokrus: !time
22:02:16 (03:24:34) (chat)  Nightbot: Стрим идет уже 3 hours 24 minutes 46 seconds
22:02:17 (03:24:35) (chat)  greatday007: @Noelle666 artgam2Slish tanyagNewYearMeow LUL LUL LUL LUL
22:02:46 (03:25:04) (chat)  itaryh: FailFish BlessRNG
22:02:46 (03:25:05) (chat)  Redriar_: Таня возмущаеться OMEGALUL
22:02:47 (03:25:05) (chat)  eshmothfucwillams: Шо случилось?
22:02:48 (03:25:06) (chat)  Noelle666: там Таня жалуется на фоне, что у неё что-то рушится
22:02:50 (03:25:08) (chat)  It_is_strawberry_cake: PepegaShake
22:03:00 (03:25:18) (chat)  el_zit: Зарядка села
22:03:03 (03:25:21) (chat)  jubi_ju: artgam2Wtf
22:03:06 (03:25:24) (chat)  Noelle666: CoolStoryBob
22:03:08 (03:25:26) (chat)  Nightbot: Записи стримов на Ютубе тут https://www.youtube.com/channel/UCGxQiNmp179gIJRCs47IRRg
22:03:27 (03:25:46) (chat)  FaCkEm0uT: Че там за крики? LUL LUL LUL
22:03:34 (03:25:52) (chat)  heavenkot: CoolStoryBob
22:03:36 (03:25:54) (chat)  el_zit: LUL LUL
22:03:36 (03:25:55) (chat)  deathvades: Таня живая?
22:03:36 (03:25:55) (chat)  trom6one: вот сейчас бы донат 666 зашел, пока все прислушиваются
22:03:37 (03:25:55) (chat)  tamagotchi991: шо происходит?
22:03:41 (03:25:59) (chat)  Luminus_fox: У нас было два грузовика сплавов, 54 сеталлолома, смолы, и крюки, и еще целая куча различных пхк, энергоячеек и болтеров. Не то чтобы это был необходимый запас...
22:03:42 (03:26:00) (chat)  Noelle666: мы слышали, да)
22:03:43 (03:26:01) (chat)  FaCkEm0uT: @It_is_strawberry_cake lfsD lfs69
22:03:43 (03:26:01) (chat)  coala_MONSTER: Шо там у Тани случилось?
22:03:45 (03:26:03) (chat)  anzay_ru: машину на тележку и тяни cmonBruh
22:03:49 (03:26:07) (chat)  jubi_ju: чо там у нее рушится?
22:03:49 (03:26:08) (chat)  igorexa19: Выписала целый гриб?
22:03:51 (03:26:10) (chat)  It_is_strawberry_cake: @FaCkEm0uT VoHiYo
22:03:52 (03:26:10) (chat)  itaryh: Таня, живи!
22:03:56 (03:26:14) (chat)  deathvades: толка
22:03:56 (03:26:15) (chat)  velasiped1: строй зарядку
22:04:03 (03:26:21) (chat)  deathvades: толкай*
22:04:05 (03:26:23) (chat)  Tanya_MONSTER_Games: artgam2RAGE artgam2RAGE artgam2RAGE artgam2RAGE artgam2RAGE artgam2RAGE artgam2RAGE artgam2RAGE artgam2RAGE artgam2RAGE artgam2RAGE artgam2RAGE artgam2RAGE artgam2RAGE artgam2RAGE artgam2RAGE artgam2RAGE artgam2RAGE artgam2RAGE
22:04:07 (03:26:25) (chat)  Nightbot: Дорогой зритель, ты можешь поддержать стримера по этой ссылочке, спасибо. https://donatepay.ru/don/artgames Топ донатер в конце месяца может выбрать игру для стрима.
22:04:14 (03:26:32) (chat)  Tanya_MONSTER_Games: груз в *б*ня упал!!!!!!!!!!!
22:04:18 (03:26:36) (chat)  el_zit: LUL
22:04:21 (03:26:39) (chat)  Luminus_fox: artgam2RAGE artgam2RAGE artgam2RAGE artgam2RAGE artgam2RAGE artgam2RAGE
22:04:22 (03:26:40) (chat)  jubi_ju: LUL
22:04:23 (03:26:41) (chat)  It_is_strawberry_cake: Таня (кричить) artgam2Scared
22:04:24 (03:26:43) (chat)  Redriar_: OMEGALUL OMEGALUL OMEGALUL OMEGALUL
22:04:25 (03:26:43) (chat)  Noelle666: @Tanya_MONSTER_Games NotLikeThis
22:04:30 (03:26:48) (chat)  Gh0st_Head: jstMoshna jstMoshna
22:04:41 (03:26:59) (chat)  greatday007: @Tanya_MONSTER_Games tanyagNewYearMeow artgam2Demon artgam2RAGE artgam2RAGE artgam2RAGE artgam2RAGE artgam2RAGE
22:05:08 (03:27:26) (chat)  Nightbot: Уважаемые нонсабы, не забудьте напомнить стримлеру включить вам рекламу. Спасибо
22:05:20 (03:27:38) (chat)  jubi_ju: подзарядка на середине крутой горки, це тупа мільйон лайков)
22:05:34 (03:27:52) (chat)  igorexa19: @ArtGamesLP Ты машину перекрасил? Я отходил на час
22:05:36 (03:27:54) (chat)  heavenkot: @tanya_monster_games CoolStoryBob
22:05:44 (03:28:02) (chat)  Andjey_Kharkov: Ожидаю, что многие оценят эту зарядную станцию
22:05:44 (03:28:03) (chat)  ChildOfWhiteMoonBaka: Ого! уже разжились экзоскелетом и тачкой, круто artgam2AGHeavyHorns
22:05:58 (03:28:17) (chat)  XerkusDotPro: от воды потемнела
22:06:38 (03:28:56) (chat)  jubi_ju: там кто-то смайлик поставил?
22:06:44 (03:29:02) (chat)  anzay_ru: 0 лайков, печаль
22:06:44 (03:29:02) (chat)  smorchische: smorchische subscribed at Tier 1. They've subscribed for 2 months! Я тут это...того...да... SMOrc
22:06:46 (03:29:05) (chat)  gwen_devil: все путем
22:06:46 (03:29:05) (chat)  Vikingvladivostokrus: Но надо зайти и на метеостанцию
22:06:51 (03:29:09) (chat)  igorexa19: Строяться все в горах, какой то непал скоро тут будет, башня лицзян LUL
22:06:54 (03:29:13) (chat)  It_is_strawberry_cake: artgam2AGHeavyHorns artgam2AGHeavyHorns artgam2AGHeavyHorns
22:06:55 (03:29:14) (chat)  Noelle666: artgam2AGHeavyHorns artgam2AGHeavyHorns artgam2AGHeavyHorns
22:06:56 (03:29:14) (chat)  mamka_dan: artgam2AGHeavyHorns artgam2AGHeavyHorns artgam2AGHeavyHorns
22:06:58 (03:29:17) (chat)  Luminus_fox: artgam2AGHeavyHorns artgam2AGHeavyHorns artgam2AGHeavyHorns artgam2AGHeavyHorns artgam2AGHeavyHorns
22:07:05 (03:29:24) (chat)  greatday007: artgam2AGHeavyHorns artgam2AGHeavyHorns artgam2AGHeavyHorns artgam2AGHeavyHorns artgam2AGHeavyHorns artgam2RAGE
22:07:06 (03:29:24) (chat)  Nightbot: Команды для бота в нашем чате: !time !game !youtube !vk !discord !alert
22:07:10 (03:29:28) (chat)  Redriar_: artgam2AGHeavyHorns artgam2AGHeavyHorns artgam2AGHeavyHorns
22:07:13 (03:29:32) (chat)  heavenkot: artgam2AGHeavyHorns artgam2AGHeavyHorns artgam2AGHeavyHorns
22:07:14 (03:29:33) (chat)  Andjey_Kharkov: А сколько там прочность была у базы, кстати?Интересно, как быстро оно разрушается
22:07:46 (03:30:04) (chat)  igorexa19: О, я смотрю стримлер научился все аккуратно складывать как Даня в тетрисе PixelBob
22:08:03 (03:30:22) (chat)  igorexa19: А нет, показалось
22:08:07 (03:30:25) (chat)  Nightbot: По моему промокоду ARTGAMES ты получишь бонус до 6500 RUB при первом депозите - http://bit.ly/2Gh0MpU
22:08:40 (03:30:59) (chat)  gwen_devil: надеюсь что нет
22:08:41 (03:31:00) (chat)  Luminus_fox: Точно. Опыт Трики тауэрс роляет!) LUL
22:08:43 (03:31:01) (chat)  Andjey_Kharkov: 1600 прочности ушло из 230 тыщ за сколько, часа два где-то
22:08:48 (03:31:06) (chat)  Dolmat17: Хранилие свое
22:09:06 (03:31:25) (chat)  Vikingvladivostokrus: Только вещи в этом хранилище останется в нём! Они же говорили! Да на каждом разные
22:09:12 (03:31:31) (chat)  trom6one: переработка
22:09:14 (03:31:32) (chat)  jubi_ju: у нас еще на базе мулов куча лута!
